FIPS,County,State,Type,RE,Sex,All Site,Bladder,Brain & ONS,Cervix,Colon & Rectum,"Corpus Uteri & Uterus, NOS",Esophagus,Female Breast,Kidney & Renal Pelvis,Leukemia,Liver & IBD,Lung & Bronchus,Melanoma of the Skin,Non-Hodgkin Lymphoma,Oral Cavity & Pharynx,Ovary,Pancreas,Prostate,Stomach,Thyroid
51001,"Accomack County, Virginia County",VA,Mortality,All,All,192.1,,,,19.8,,,,6.3,,,50.0,,6.3,,,7.2,,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Female,176.0,,,,14.9,,,27.4,,,,44.2,,,,,,,,
51001,"Accomack County, Virginia County",VA,Mortality,All,Male,214.3,,,,25.5,,,,,,,56.9,,,,,,32.0,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,All,214.2,,,,27.3,,,,,,,52.4,,,,,,,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Female,165.6,,,,,,,,,,,,,,,,,,,
51001,"Accomack County, Virginia County",VA,Mortality,Black NH,Male,303.1,,,,,,,,,,,77.9,,,,,,,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51001,"Accomack County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,All,186.4,,,,16.9,,,,7.4,,,50.4,,,,,,,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Female,177.4,,,,16.5,,,28.6,,,,46.5,,,,,,,,
51001,"Accomack County, Virginia County",VA,Mortality,White NH,Male,198.9,,,,17.3,,,,,,,54.8,,,,,,23.7,,
51007,"Amelia County, Virginia County",VA,Mortality,All,All,193.7,,,,,,,,,,,51.0,,,,,15.6,,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Female,161.0,,,,,,,,,,,36.0,,,,,,,,
51007,"Amelia County, Virginia County",VA,Mortality,All,Male,239.2,,,,,,,,,,,69.8,,,,,,,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,All,183.7,,,,,,,,,,,,,,,,,,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Female,145.7,,,,,,,,,,,,,,,,,,,
51007,"Amelia County, Virginia County",VA,Mortality,Black NH,Male,259.1,,,,,,,,,,,,,,,,,,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51007,"Amelia County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,All,202.7,,,,,,,,,,,53.8,,,,,,,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Female,172.7,,,,,,,,,,,41.0,,,,,,,,
51007,"Amelia County, Virginia County",VA,Mortality,White NH,Male,240.5,,,,,,,,,,,68.4,,,,,,,,
51011,"Appomattox County, Virginia County",VA,Mortality,All,All,161.6,,,,14.4,,,,,,,41.2,,,,,13.9,,,
51011,"Appomattox County, Virginia County",VA,Mortality,All,Female,130.4,,,,,,,,,,,31.6,,,,,,,,
51011,"Appomattox County, Virginia County",VA,Mortality,All,Male,204.0,,,,,,,,,,,53.6,,,,,,,,
51011,"Appomattox County, Virginia County",VA,Mortality,Black NH,All,178.1,,,,,,,,,,,,,,,,,,,
51011,"Appomattox County, Virginia County",VA,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
51011,"Appomattox County, Virginia County",VA,Mortality,Black NH,Male,240.0,,,,,,,,,,,,,,,,,,,
51011,"Appomattox County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51011,"Appomattox County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51011,"Appomattox County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51011,"Appomattox County, Virginia County",VA,Mortality,White NH,All,159.6,,,,,,,,,,,43.8,,,,,,,,
51011,"Appomattox County, Virginia County",VA,Mortality,White NH,Female,133.0,,,,,,,,,,,35.5,,,,,,,,
51011,"Appomattox County, Virginia County",VA,Mortality,White NH,Male,198.9,,,,,,,,,,,54.7,,,,,,,,
51025,"Brunswick County, Virginia County",VA,Mortality,All,All,179.5,,,,16.1,,,,,,,42.3,,,,,,,,
51025,"Brunswick County, Virginia County",VA,Mortality,All,Female,155.2,,,,,,,28.4,,,,30.7,,,,,,,,
51025,"Brunswick County, Virginia County",VA,Mortality,All,Male,218.4,,,,,,,,,,,55.2,,,,,,,,
51025,"Brunswick County, Virginia County",VA,Mortality,Black NH,All,187.6,,,,,,,,,,,42.8,,,,,,,,
51025,"Brunswick County, Virginia County",VA,Mortality,Black NH,Female,163.1,,,,,,,,,,,,,,,,,,,
51025,"Brunswick County, Virginia County",VA,Mortality,Black NH,Male,238.7,,,,,,,,,,,,,,,,,,,
51025,"Brunswick County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51025,"Brunswick County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51025,"Brunswick County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51025,"Brunswick County, Virginia County",VA,Mortality,White NH,All,170.8,,,,,,,,,,,42.6,,,,,,,,
51025,"Brunswick County, Virginia County",VA,Mortality,White NH,Female,153.1,,,,,,,,,,,,,,,,,,,
51025,"Brunswick County, Virginia County",VA,Mortality,White NH,Male,195.3,,,,,,,,,,,53.5,,,,,,,,
51029,"Buckingham County, Virginia County",VA,Mortality,All,All,157.0,,,,,,,,,,,41.3,,,,,,,,
51029,"Buckingham County, Virginia County",VA,Mortality,All,Female,107.6,,,,,,,,,,,22.9,,,,,,,,
51029,"Buckingham County, Virginia County",VA,Mortality,All,Male,218.2,,,,,,,,,,,63.2,,,,,,,,
51029,"Buckingham County, Virginia County",VA,Mortality,Black NH,All,152.8,,,,,,,,,,,38.8,,,,,,,,
51029,"Buckingham County, Virginia County",VA,Mortality,Black NH,Female,92.5,,,,,,,,,,,,,,,,,,,
51029,"Buckingham County, Virginia County",VA,Mortality,Black NH,Male,233.2,,,,,,,,,,,,,,,,,,,
51029,"Buckingham County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51029,"Buckingham County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51029,"Buckingham County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51029,"Buckingham County, Virginia County",VA,Mortality,White NH,All,163.7,,,,,,,,,,,43.8,,,,,,,,
51029,"Buckingham County, Virginia County",VA,Mortality,White NH,Female,118.2,,,,,,,,,,,,,,,,,,,
51029,"Buckingham County, Virginia County",VA,Mortality,White NH,Male,218.1,,,,,,,,,,,64.1,,,,,,,,
51031,"Campbell County, Virginia County",VA,Mortality,All,All,166.0,,4.3,,18.6,,5.5,,,5.0,6.9,38.8,,8.9,,,13.5,,,
51031,"Campbell County, Virginia County",VA,Mortality,All,Female,139.5,,,,13.5,,,23.5,,,,28.8,,7.7,,,12.9,,,
51031,"Campbell County, Virginia County",VA,Mortality,All,Male,200.7,,,,24.6,,10.2,,,,11.1,51.8,,10.3,,,14.1,20.4,,
51031,"Campbell County, Virginia County",VA,Mortality,Black NH,All,197.2,,,,,,,,,,,38.6,,,,,,,,
51031,"Campbell County, Virginia County",VA,Mortality,Black NH,Female,164.4,,,,,,,,,,,,,,,,,,,
51031,"Campbell County, Virginia County",VA,Mortality,Black NH,Male,238.7,,,,,,,,,,,68.8,,,,,,,,
51031,"Campbell County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51031,"Campbell County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51031,"Campbell County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51031,"Campbell County, Virginia County",VA,Mortality,White NH,All,163.3,,,,19.1,,4.9,,,,7.5,39.6,,8.7,,,12.8,,,
51031,"Campbell County, Virginia County",VA,Mortality,White NH,Female,136.9,,,,12.6,,,22.5,,,,31.7,,,,,12.6,,,
51031,"Campbell County, Virginia County",VA,Mortality,White NH,Male,197.8,,,,26.7,,,,,,12.7,49.9,,10.8,,,13.2,17.7,,
51033,"Caroline County, Virginia County",VA,Mortality,All,All,173.2,9.6,,,12.0,,,,,,9.0,43.5,,,,,15.7,,,
51033,"Caroline County, Virginia County",VA,Mortality,All,Female,155.1,,,,,,,26.4,,,,36.7,,,,,14.4,,,
51033,"Caroline County, Virginia County",VA,Mortality,All,Male,198.8,,,,,,,,,,,53.3,,,,,15.5,21.9,,
51033,"Caroline County, Virginia County",VA,Mortality,Black NH,All,155.2,,,,,,,,,,,30.6,,,,,,,,
51033,"Caroline County, Virginia County",VA,Mortality,Black NH,Female,138.2,,,,,,,,,,,,,,,,,,,
51033,"Caroline County, Virginia County",VA,Mortality,Black NH,Male,181.7,,,,,,,,,,,,,,,,,,,
51033,"Caroline County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51033,"Caroline County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51033,"Caroline County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51033,"Caroline County, Virginia County",VA,Mortality,White NH,All,186.2,,,,,,,,,,,50.2,,,,,15.6,,,
51033,"Caroline County, Virginia County",VA,Mortality,White NH,Female,162.6,,,,,,,23.3,,,,41.8,,,,,,,,
51033,"Caroline County, Virginia County",VA,Mortality,White NH,Male,216.0,,,,,,,,,,,61.3,,,,,,,,
51036,"Charles City, Virginia County",VA,Mortality,All,All,164.1,,,,,,,,,,,39.1,,,,,,,,
51036,"Charles City, Virginia County",VA,Mortality,All,Female,144.7,,,,,,,,,,,,,,,,,,,
51036,"Charles City, Virginia County",VA,Mortality,All,Male,193.8,,,,,,,,,,,,,,,,,,,
51036,"Charles City, Virginia County",VA,Mortality,Black NH,All,159.3,,,,,,,,,,,,,,,,,,,
51036,"Charles City, Virginia County",VA,Mortality,Black NH,Female,110.7,,,,,,,,,,,,,,,,,,,
51036,"Charles City, Virginia County",VA,Mortality,Black NH,Male,231.2,,,,,,,,,,,,,,,,,,,
51036,"Charles City, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51036,"Charles City, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51036,"Charles City, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51036,"Charles City, Virginia County",VA,Mortality,White NH,All,157.3,,,,,,,,,,,58.4,,,,,,,,
51036,"Charles City, Virginia County",VA,Mortality,White NH,Female,159.8,,,,,,,,,,,,,,,,,,,
51036,"Charles City, Virginia County",VA,Mortality,White NH,Male,159.0,,,,,,,,,,,,,,,,,,,
51037,"Charlotte County, Virginia County",VA,Mortality,All,All,175.9,,,,18.1,,,,,,,61.3,,,,,,,,
51037,"Charlotte County, Virginia County",VA,Mortality,All,Female,143.1,,,,,,,,,,,40.0,,,,,,,,
51037,"Charlotte County, Virginia County",VA,Mortality,All,Male,226.1,,,,,,,,,,,87.9,,,,,,,,
51037,"Charlotte County, Virginia County",VA,Mortality,Black NH,All,167.0,,,,,,,,,,,,,,,,,,,
51037,"Charlotte County, Virginia County",VA,Mortality,Black NH,Female,144.6,,,,,,,,,,,,,,,,,,,
51037,"Charlotte County, Virginia County",VA,Mortality,Black NH,Male,198.0,,,,,,,,,,,,,,,,,,,
51037,"Charlotte County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51037,"Charlotte County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51037,"Charlotte County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51037,"Charlotte County, Virginia County",VA,Mortality,White NH,All,179.7,,,,,,,,,,,64.0,,,,,,,,
51037,"Charlotte County, Virginia County",VA,Mortality,White NH,Female,141.0,,,,,,,,,,,48.5,,,,,,,,
51037,"Charlotte County, Virginia County",VA,Mortality,White NH,Male,236.3,,,,,,,,,,,81.5,,,,,,,,
51041,"Chesterfield County, Virginia County",VA,Mortality,All,All,151.8,4.0,5.2,,12.9,,4.4,,3.8,6.4,6.9,34.5,2.0,5.4,2.4,,11.4,,3.1,
51041,"Chesterfield County, Virginia County",VA,Mortality,All,Female,130.0,2.4,4.3,2.3,11.2,5.1,1.5,21.1,1.6,5.5,4.2,28.3,,4.4,,5.3,10.5,,2.3,
51041,"Chesterfield County, Virginia County",VA,Mortality,All,Male,182.9,6.2,6.3,,15.0,,8.2,,6.5,7.7,10.1,42.7,2.7,7.0,3.5,,12.4,20.2,4.3,
51041,"Chesterfield County, Virginia County",VA,Mortality,Black NH,All,174.3,,,,18.3,,,,,6.9,7.5,37.3,,,,,11.6,,,
51041,"Chesterfield County, Virginia County",VA,Mortality,Black NH,Female,149.5,,,,15.1,10.0,,31.7,,,,30.0,,,,,10.8,,,
51041,"Chesterfield County, Virginia County",VA,Mortality,Black NH,Male,224.0,,,,24.8,,,,,,,48.6,,,,,12.3,41.5,,
51041,"Chesterfield County, Virginia County",VA,Mortality,Hispanic,All,86.2,,,,,,,,,,,,,,,,,,,
51041,"Chesterfield County, Virginia County",VA,Mortality,Hispanic,Female,68.2,,,,,,,,,,,,,,,,,,,
51041,"Chesterfield County, Virginia County",VA,Mortality,Hispanic,Male,106.4,,,,,,,,,,,,,,,,,,,
51041,"Chesterfield County, Virginia County",VA,Mortality,White NH,All,153.4,4.2,6.2,,12.6,,5.1,,4.2,6.5,6.6,35.9,2.4,6.0,2.7,,11.6,,2.2,
51041,"Chesterfield County, Virginia County",VA,Mortality,White NH,Female,129.5,2.3,5.1,,11.0,4.4,,19.8,1.9,5.5,3.7,29.4,,5.2,,5.2,10.9,,,
51041,"Chesterfield County, Virginia County",VA,Mortality,White NH,Male,185.9,6.7,7.5,,14.5,,9.7,,7.0,7.9,10.1,44.3,3.5,7.3,4.0,,12.5,17.7,2.8,
51049,"Cumberland County, Virginia County",VA,Mortality,All,All,178.5,,,,20.6,,,,,,,33.5,,,,,,,,
51049,"Cumberland County, Virginia County",VA,Mortality,All,Female,146.0,,,,,,,,,,,,,,,,,,,
51049,"Cumberland County, Virginia County",VA,Mortality,All,Male,216.7,,,,,,,,,,,,,,,,,,,
51049,"Cumberland County, Virginia County",VA,Mortality,Black NH,All,212.2,,,,,,,,,,,,,,,,,,,
51049,"Cumberland County, Virginia County",VA,Mortality,Black NH,Female,168.0,,,,,,,,,,,,,,,,,,,
51049,"Cumberland County, Virginia County",VA,Mortality,Black NH,Male,263.0,,,,,,,,,,,,,,,,,,,
51049,"Cumberland County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51049,"Cumberland County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51049,"Cumberland County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51049,"Cumberland County, Virginia County",VA,Mortality,White NH,All,161.5,,,,,,,,,,,41.4,,,,,,,,
51049,"Cumberland County, Virginia County",VA,Mortality,White NH,Female,126.6,,,,,,,,,,,,,,,,,,,
51049,"Cumberland County, Virginia County",VA,Mortality,White NH,Male,201.7,,,,,,,,,,,,,,,,,,,
51053,"Dinwiddie County, Virginia County",VA,Mortality,All,All,164.6,,,,13.6,,,,,,,51.2,,,,,13.0,,,
51053,"Dinwiddie County, Virginia County",VA,Mortality,All,Female,134.1,,,,,,,30.5,,,,36.3,,,,,,,,
51053,"Dinwiddie County, Virginia County",VA,Mortality,All,Male,205.7,,,,,,,,,,,69.3,,,,,19.2,26.7,,
51053,"Dinwiddie County, Virginia County",VA,Mortality,Black NH,All,174.0,,,,,,,,,,,50.1,,,,,,,,
51053,"Dinwiddie County, Virginia County",VA,Mortality,Black NH,Female,130.8,,,,,,,,,,,,,,,,,,,
51053,"Dinwiddie County, Virginia County",VA,Mortality,Black NH,Male,235.2,,,,,,,,,,,83.7,,,,,,,,
51053,"Dinwiddie County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51053,"Dinwiddie County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51053,"Dinwiddie County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51053,"Dinwiddie County, Virginia County",VA,Mortality,White NH,All,165.2,,,,,,,,,,,53.2,,,,,,,,
51053,"Dinwiddie County, Virginia County",VA,Mortality,White NH,Female,140.8,,,,,,,,,,,44.4,,,,,,,,
51053,"Dinwiddie County, Virginia County",VA,Mortality,White NH,Male,195.5,,,,,,,,,,,63.5,,,,,,,,
51057,"Essex County, Virginia County",VA,Mortality,All,All,173.8,,,,,,,,,,,42.0,,,,,,,,
51057,"Essex County, Virginia County",VA,Mortality,All,Female,143.3,,,,,,,,,,,34.9,,,,,,,,
51057,"Essex County, Virginia County",VA,Mortality,All,Male,216.1,,,,,,,,,,,51.8,,,,,,,,
51057,"Essex County, Virginia County",VA,Mortality,Black NH,All,181.8,,,,,,,,,,,,,,,,,,,
51057,"Essex County, Virginia County",VA,Mortality,Black NH,Female,122.2,,,,,,,,,,,,,,,,,,,
51057,"Essex County, Virginia County",VA,Mortality,Black NH,Male,276.8,,,,,,,,,,,,,,,,,,,
51057,"Essex County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51057,"Essex County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51057,"Essex County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51057,"Essex County, Virginia County",VA,Mortality,White NH,All,176.3,,,,,,,,,,,39.6,,,,,,,,
51057,"Essex County, Virginia County",VA,Mortality,White NH,Female,156.1,,,,,,,,,,,,,,,,,,,
51057,"Essex County, Virginia County",VA,Mortality,White NH,Male,202.4,,,,,,,,,,,,,,,,,,,
51073,"Gloucester County, Virginia County",VA,Mortality,All,All,194.1,,,,13.8,,5.8,,,6.5,9.3,52.4,,8.0,,,14.8,,,
51073,"Gloucester County, Virginia County",VA,Mortality,All,Female,162.4,,,,15.1,,,22.3,,,,39.3,,,,,12.7,,,
51073,"Gloucester County, Virginia County",VA,Mortality,All,Male,234.2,,,,,,,,,,,67.7,,,,,17.4,20.1,,
51073,"Gloucester County, Virginia County",VA,Mortality,Black NH,All,187.9,,,,,,,,,,,,,,,,,,,
51073,"Gloucester County, Virginia County",VA,Mortality,Black NH,Female,122.7,,,,,,,,,,,,,,,,,,,
51073,"Gloucester County, Virginia County",VA,Mortality,Black NH,Male,263.9,,,,,,,,,,,,,,,,,,,
51073,"Gloucester County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51073,"Gloucester County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51073,"Gloucester County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51073,"Gloucester County, Virginia County",VA,Mortality,White NH,All,198.2,,,,13.9,,,,,7.1,9.6,52.7,,9.3,,,14.7,,,
51073,"Gloucester County, Virginia County",VA,Mortality,White NH,Female,167.7,,,,15.9,,,22.2,,,,40.9,,,,,13.1,,,
51073,"Gloucester County, Virginia County",VA,Mortality,White NH,Male,237.9,,,,,,,,,,,66.5,,,,,16.5,22.0,,
51075,"Goochland County, Virginia County",VA,Mortality,All,All,152.2,,,,14.5,,,,,,9.2,32.1,,,,,12.0,,,
51075,"Goochland County, Virginia County",VA,Mortality,All,Female,116.1,,,,,,,15.9,,,,24.4,,,,,,,,
51075,"Goochland County, Virginia County",VA,Mortality,All,Male,192.4,,,,20.7,,,,,,16.2,40.4,,,,,,,,
51075,"Goochland County, Virginia County",VA,Mortality,Black NH,All,189.6,,,,,,,,,,,,,,,,,,,
51075,"Goochland County, Virginia County",VA,Mortality,Black NH,Female,136.9,,,,,,,,,,,,,,,,,,,
51075,"Goochland County, Virginia County",VA,Mortality,Black NH,Male,248.4,,,,,,,,,,,,,,,,,,,
51075,"Goochland County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51075,"Goochland County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51075,"Goochland County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51075,"Goochland County, Virginia County",VA,Mortality,White NH,All,142.4,,,,,,,,,,,33.5,,,,,,,,
51075,"Goochland County, Virginia County",VA,Mortality,White NH,Female,109.7,,,,,,,,,,,25.2,,,,,,,,
51075,"Goochland County, Virginia County",VA,Mortality,White NH,Male,178.8,,,,,,,,,,,42.3,,,,,,,,
51081,"Greensville County, Virginia County",VA,Mortality,All,All,226.8,,,,31.8,,,,,,,40.8,,,,,,,,
51081,"Greensville County, Virginia County",VA,Mortality,All,Female,217.1,,,,,,,,,,,,,,,,,,,
51081,"Greensville County, Virginia County",VA,Mortality,All,Male,238.5,,,,,,,,,,,61.2,,,,,,,,
51081,"Greensville County, Virginia County",VA,Mortality,Black NH,All,250.0,,,,,,,,,,,47.2,,,,,,,,
51081,"Greensville County, Virginia County",VA,Mortality,Black NH,Female,232.3,,,,,,,,,,,,,,,,,,,
51081,"Greensville County, Virginia County",VA,Mortality,Black NH,Male,295.9,,,,,,,,,,,,,,,,,,,
51081,"Greensville County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51081,"Greensville County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51081,"Greensville County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51081,"Greensville County, Virginia County",VA,Mortality,White NH,All,196.9,,,,,,,,,,,,,,,,,,,
51081,"Greensville County, Virginia County",VA,Mortality,White NH,Female,208.8,,,,,,,,,,,,,,,,,,,
51081,"Greensville County, Virginia County",VA,Mortality,White NH,Male,184.0,,,,,,,,,,,,,,,,,,,
51083,"Halifax County with South Boston City, Virginia County",VA,Mortality,All,All,198.8,5.7,,,21.7,,,,,6.5,6.6,52.0,,5.7,,,14.1,,,
51083,"Halifax County with South Boston City, Virginia County",VA,Mortality,All,Female,163.8,,,,16.1,,,34.9,,,,31.8,,,,,13.8,,,
51083,"Halifax County with South Boston City, Virginia County",VA,Mortality,All,Male,254.9,,,,28.5,,,,,,,78.7,,,,,14.7,23.9,,
51083,"Halifax County with South Boston City, Virginia County",VA,Mortality,Black NH,All,205.7,,,,25.4,,,,,,,41.3,,,,,,,,
51083,"Halifax County with South Boston City, Virginia County",VA,Mortality,Black NH,Female,165.8,,,,,,,51.0,,,,,,,,,,,,
51083,"Halifax County with South Boston City, Virginia County",VA,Mortality,Black NH,Male,278.1,,,,,,,,,,,65.7,,,,,,41.6,,
51083,"Halifax County with South Boston City, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51083,"Halifax County with South Boston City, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51083,"Halifax County with South Boston City, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51083,"Halifax County with South Boston City, Virginia County",VA,Mortality,White NH,All,198.3,,,,19.1,,,,,,8.0,58.4,,,,,14.1,,,
51083,"Halifax County with South Boston City, Virginia County",VA,Mortality,White NH,Female,164.5,,,,,,,26.6,,,,36.6,,,,,,,,
51083,"Halifax County with South Boston City, Virginia County",VA,Mortality,White NH,Male,249.6,,,,27.6,,,,,,,86.6,,,,,,,,
51085,"Hanover County, Virginia County",VA,Mortality,All,All,150.4,3.0,5.8,,14.4,,4.2,,2.3,7.0,5.3,36.4,2.4,5.2,2.3,,10.4,,2.6,
51085,"Hanover County, Virginia County",VA,Mortality,All,Female,138.7,,5.2,,12.8,,,20.9,,6.1,,33.2,,4.0,,8.7,9.3,,,
51085,"Hanover County, Virginia County",VA,Mortality,All,Male,165.4,4.8,7.3,,16.0,,6.3,,,8.3,7.6,40.3,,6.4,,,11.7,14.3,,
51085,"Hanover County, Virginia County",VA,Mortality,Black NH,All,187.3,,,,,,,,,,,38.1,,,,,,,,
51085,"Hanover County, Virginia County",VA,Mortality,Black NH,Female,171.8,,,,,,,,,,,,,,,,,,,
51085,"Hanover County, Virginia County",VA,Mortality,Black NH,Male,201.3,,,,,,,,,,,,,,,,,,,
51085,"Hanover County, Virginia County",VA,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
51085,"Hanover County, Virginia County",VA,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
51085,"Hanover County, Virginia County",VA,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
51085,"Hanover County, Virginia County",VA,Mortality,White NH,All,148.5,2.9,5.6,,14.0,,4.5,,,7.3,4.6,37.1,2.8,5.4,,,10.9,,,
51085,"Hanover County, Virginia County",VA,Mortality,White NH,Female,136.4,,,,11.3,,,19.3,,6.4,,34.5,,4.6,,8.5,9.9,,,
51085,"Hanover County, Virginia County",VA,Mortality,White NH,Male,164.2,,7.4,,16.9,,6.6,,,8.5,7.3,40.1,,6.2,,,11.9,14.4,,
51087,"Henrico County, Virginia County",VA,Mortality,All,All,152.3,4.3,4.8,,12.8,,3.3,,3.2,5.3,5.1,36.1,2.4,5.7,2.5,,12.7,,2.5,
51087,"Henrico County, Virginia County",VA,Mortality,All,Female,134.5,2.3,3.9,2.3,11.0,5.4,1.5,22.4,1.8,4.2,2.7,29.6,1.8,3.7,1.9,5.8,11.6,,2.0,
51087,"Henrico County, Virginia County",VA,Mortality,All,Male,180.1,7.7,5.9,,15.4,,5.9,,5.1,7.1,8.1,44.9,3.4,8.6,3.4,,14.2,17.0,3.2,
51087,"Henrico County, Virginia County",VA,Mortality,Black NH,All,149.0,3.9,,,16.2,,,,,4.4,5.9,30.5,,3.3,,,15.3,,4.0,
51087,"Henrico County, Virginia County",VA,Mortality,Black NH,Female,130.0,,,,11.3,6.2,,27.5,,,,21.2,,,,,15.0,,,
51087,"Henrico County, Virginia County",VA,Mortality,Black NH,Male,182.3,,,,25.1,,,,,,9.7,45.9,,,,,15.6,26.0,,
